region_or_nation,job_family,occupation,medium_skilled,include_fe,include_he,demand_entry,demand_ticker,lq,lq_label,demand_entry_sl,demand_entry_fe,demand_entry_he,advertised_avg_salary_entry_hs,advertised_avg_salary_entry_degree,advertised_entry_salary_degree_premium,advertised_entry_salary_degree_premium_percentage,supply_fe,supply_he,fe_ds_ratio,he_ds_ratio,fe_ds_ratio_log,he_ds_ratio_log
WEST MIDLANDS,Professional Occupations,Librarians and Related Professionals,0,0,0,135,Low,0.777406634790882,Low,30.4,13.05,69.37,21510.8126,23309.4540694915,1798.64146949152,0.083615691463535,29,11,0.448275862068966,6.30636363636364,-0.802346472524936,1.84155922459884
WEST MIDLANDS,Professional Occupations,Conservation and Environment Professionals,0,0,0,108,Low,0.91279767792862,Average,8.05,6.71,79.58,30942.15,33293.3118357143,2351.16183571429,0.0759857293599277,137,45,0.0510948905109489,1.75555555555556,-2.97407077677281,0.562785362696704
WEST MIDLANDS,Associate Professional And Technical Occupations,Transport Associate Professionals,1,0,0,101,Low,0.595870611975335,Very Low,38.08,20.31,29.13,,,,,140,9,0.142857142857143,3.22222222222222,-1.94591014905531,1.17007125265025
WEST MIDLANDS,"Managers, Directors And Senior Officials",Chief Executives and Senior Officials,0,0,0,74,Low,0.744043504667581,Low,4.96,3.51,49.28,38984.1542,45530.2436258064,6546.08942580645,0.167916671789854,0,,Inf,,Inf,
WEST MIDLANDS,Professional Occupations,Research and Development Managers ,0,0,0,74,Low,0.921966951435916,Average,6.96,15.15,44.53,,,,,9,,1.66666666666667,,0.510825623765993,
WEST MIDLANDS,Associate Professional And Technical Occupations,Conservation and Environmental Associate Professionals,1,0,0,61,Low,0.842892986941272,Average,15.3,19.02,22.52,22163.8923,27662.3859,5498.4936,0.248083392825366,10,13,1.9,1.76923076923077,0.641853886172395,0.570544858467613
WEST MIDLANDS,"Managers, Directors And Senior Officials",Financial Institution Managers and Directors,0,0,0,35,Low,0.877581718131991,Average,3.29,4.21,22.82,29878.3291,52191.3189,22312.9898,0.746795101068754,0,,Inf,,Inf,
WEST MIDLANDS,"Managers, Directors And Senior Officials",Managers and Proprietors in Agriculture Related Services,0,0,0,21,Low,0.69626318132786,Low,1.57,11.69,6.36,,30274.0277,,,13,,0.846153846153846,,-0.167054084663166,
YORKSHIRE AND THE HUMBER,Administrative And Secretarial Occupations,Other Administrative Occupations,0,1,0,22249,Very High,1.04279666689991,Average,12306.39,5433.84,4120.43,20590.6757,28567.565647005,7976.88994700503,0.387403019853546,3537,,1.53633022335312,,0.42939660078081,
YORKSHIRE AND THE HUMBER,Professional Occupations,Teaching and Educational Professionals,0,1,1,21630,Very High,0.965591921564186,Average,3253.68,2178.17,9978.36,32447.4284,34209.0630525813,1761.63465258127,0.0542919651709984,1236,1679,1.76294498381877,5.94303752233472,0.566985696926984,1.78222037006722
YORKSHIRE AND THE HUMBER,Associate Professional And Technical Occupations,"Sales, Marketing and Related Associate Professionals",1,1,1,20830,Very High,0.895640156430221,Average,4311.56,2321.58,13503.89,29964.9858,38098.1842051131,8133.19840511306,0.271423402613895,1644,1425,1.411800486618,9.47649122807018,0.344865830658308,2.24881412413299
YORKSHIRE AND THE HUMBER,"Caring, Leisure And Other Service Occupations",Caring Personal Services,1,1,0,16791,Very High,0.956902599883955,Average,5450.43,9014.37,2113.27,20600.0565,21400.7014842391,800.64498423913,0.0388661547719119,2995,30,3.01001669449082,70.4423333333333,1.10194562508787,4.25479440819768
YORKSHIRE AND THE HUMBER,Professional Occupations,Information Technology and Telecommunications Professionals,0,1,0,15597,Very High,0.89132680795333,Average,1473.81,1413.26,11929.76,43356.3316,51403.9853803612,8047.65378036118,0.185616575096985,3660,723,0.385792349726776,16.5003596127248,-0.952456008342224,2.80338217537963
YORKSHIRE AND THE HUMBER,Sales And Customer Service Occupations,Customer Service Occupations,0,1,0,14841,Very High,1.13856117220758,Average,8087.88,3744.07,2594.67,21332.0372,26753.4036599671,5421.36645996705,0.25414199352545,1160,28,3.22758620689655,92.6667857142857,1.17173455349707,4.52901010970824
YORKSHIRE AND THE HUMBER,Professional Occupations,Nursing and Midwifery Professionals,0,0,1,14081,Very High,0.926324868429694,Average,0.92,0.96,11458.59,29771.0799,34345.7934940235,4574.71359402348,0.153663004815068,10,2766,0.1,4.1409978308026,-2.30258509299405,1.4209367807291
YORKSHIRE AND THE HUMBER,Sales And Customer Service Occupations,Sales Assistants and Retail Cashiers,0,1,0,12757,Very High,0.986905536358313,Average,6075.15,3173.72,3175.14,22731.8923,36312.5928828265,13580.7005828265,0.597429391429348,2879,,1.10211879124696,,0.0972345009710191,
YORKSHIRE AND THE HUMBER,"Process, Plant And Machine Operatives",Road Transport Drivers,0,1,0,12578,High,0.984154026592641,Average,5517.94,3996.25,2325.25,22586.2561,23503.4902866397,917.234186639678,0.0406102801003695,437,,9.1441647597254,,2.21311594467285,
YORKSHIRE AND THE HUMBER,Administrative And Secretarial Occupations,Administrative Occupations: Finance,1,1,0,9462,High,1.11433111249628,Average,4786.05,1185.21,3074.58,23652.9338,35508.6489888889,11855.7151888889,0.501236560721651,2617,,0.452808559419182,,-0.792285848960915,
YORKSHIRE AND THE HUMBER,Associate Professional And Technical Occupations,Public Services and Other Associate Professionals,1,1,0,9386,High,0.904800971723524,Average,2302.26,1896.67,4856.18,30399.0708,39356.5276740072,8957.45687400722,0.294662193227538,1022,316,1.85616438356164,15.3670886075949,0.618512199171362,2.73222811915242
YORKSHIRE AND THE HUMBER,Associate Professional And Technical Occupations,"Business, Finance and Related Associate Professionals",1,1,1,9146,High,0.897559187174626,Average,1637.97,1573.34,5146,33766.2658,46831.2324368724,13064.9666368724,0.386923644866659,1283,909,1.22603273577553,5.66116611661166,0.203783538442645,1.73362989866421
YORKSHIRE AND THE HUMBER,Professional Occupations,Health Professionals,0,0,1,8548,High,0.983282519391056,Average,81.46,72.19,5831.61,41023.5289,46441.4592260586,5417.93032605863,0.13206885100659,7,1804,10.2857142857143,3.19068736141907,2.33075596996074,1.16023636738469
YORKSHIRE AND THE HUMBER,Sales And Customer Service Occupations,Sales Related Occupations,0,1,0,8044,High,0.946895782656975,Average,2409.66,932.85,4460.43,23928.9634,35090.0375471503,11161.0741471503,0.46642530896889,503,10,1.85288270377734,446.043,0.616742644585854,6.10041535992873
YORKSHIRE AND THE HUMBER,Associate Professional And Technical Occupations,Information Technology Technicians,1,1,0,7889,High,0.96048485065457,Average,2511.54,1615.99,3552.11,30464.4601,38482.9697183184,8018.50961831842,0.263208656644416,1750,179,0.923428571428571,19.8435754189944,-0.0796618278365195,2.98788029827131
YORKSHIRE AND THE HUMBER,"Caring, Leisure And Other Service Occupations",Childcare and Related Personal Services,1,1,1,7844,High,0.812311312110159,Low,3134.87,3137.55,1216.39,21462.318,23068.2189012668,1605.9009012668,0.074824205906687,4212,445,0.745014245014245,2.7334606741573,-0.294351939960888,1.00556845262324
YORKSHIRE AND THE HUMBER,Skilled Trades Occupations,Food Preparation and Hospitality Trades,1,1,1,7752,High,0.817347221474811,Low,2891.91,4664.76,168.8,,,,,2339,22,1.99444206926037,7.67272727272727,0.690364346697266,2.03767212880354
YORKSHIRE AND THE HUMBER,Administrative And Secretarial Occupations,Secretarial and Related Occupations,1,1,0,7387,Medium,0.905120401774174,Average,4444.58,1649.18,1080.31,22732.7052,26026.8058737075,3294.10067370753,0.144905792985321,2009,,0.820308611249378,,-0.198074654345517,
YORKSHIRE AND THE HUMBER,Elementary Occupations,Other Elementary Services Occupations,0,1,0,7289,Medium,0.786885242899507,Low,3471.41,2982.22,670.84,21254.0125,22038.4099655172,784.397465517239,0.0369058532132339,2292,,1.30148342059337,,0.26350470668012,
YORKSHIRE AND THE HUMBER,Professional Occupations,"Business, Research and Administrative Professionals",0,1,1,6677,Medium,0.854263730852625,Average,242.87,104.4,5319.87,38392.6375,49310.5429158434,10917.9054158434,0.284374977255559,476,707,0.218487394957983,7.52475247524752,-1.52102695509005,2.01819791643912
YORKSHIRE AND THE HUMBER,Elementary Occupations,Elementary Cleaning Occupations,0,1,0,5331,Medium,0.791663790487959,Low,3140.91,1170.09,939.33,19313.3307,23851.7298387097,4538.39913870968,0.234987905980903,373,,3.13672922252011,,1.14318060814799,
YORKSHIRE AND THE HUMBER,Associate Professional And Technical Occupations,Welfare and Housing Associate Professionals,1,1,1,4753,Medium,0.972586148910285,Average,756.22,1726.15,1835.99,24231.2924,26899.4677378345,2668.17533783455,0.110112795214941,894,455,1.93064876957494,4.03514285714286,0.657856096469857,1.39504170559156
YORKSHIRE AND THE HUMBER,Associate Professional And Technical Occupations,"Science, Engineering and Production Technicians",1,1,1,4703,Medium,0.920704706785309,Average,1097.23,2143.2,1239.14,28181.3123,33267.8965158455,5086.58421584554,0.180494937982201,1868,488,1.14721627408994,2.47131147540984,0.137338376684793,0.904748971433985
YORKSHIRE AND THE HUMBER,Administrative And Secretarial Occupations,Administrative Occupations: Records,1,1,0,4698,Medium,0.889949482114384,Average,1940.36,865.61,1702.73,23147.3893,34411.6207417349,11264.2314417349,0.486630751129021,1507,,0.573988055739881,,-0.555146691694615,
YORKSHIRE AND THE HUMBER,Elementary Occupations,Elementary Storage Occupations,0,1,0,4191,Medium,0.972541438115726,Average,2200.93,1157.14,699.82,18500.247,29341.5858670103,10841.3388670103,0.586010493103704,222,,5.21171171171171,,1.6509083453214,
YORKSHIRE AND THE HUMBER,Skilled Trades Occupations,"Metal Machining, Fitting and Instrument Making Trades",1,1,0,3323,Medium,1.21193456627211,High,784.77,2046.99,425.5,26814.9721,31284.7763495868,4469.80424958678,0.16669061720138,730,,2.8041095890411,,1.03108605151885,
YORKSHIRE AND THE HUMBER,Associate Professional And Technical Occupations,Legal Associate Professionals,1,1,1,3234,Medium,1.28299725007157,High,688.98,204.42,1879.83,29406.4,38939.5288852174,9533.12888521739,0.32418551353506,381,306,0.535433070866142,6.1437908496732,-0.624679381282484,1.81544195387161
YORKSHIRE AND THE HUMBER,Skilled Trades Occupations,Construction and Building Trades,1,1,0,3220,Medium,0.881033805545857,Average,700.68,2062.11,417,,,,,4547,,0.45348581482296,,-0.790791289248106,
YORKSHIRE AND THE HUMBER,"Process, Plant And Machine Operatives",Process Operatives,0,1,0,3024,Medium,1.0149536756021,Average,1132.54,758.81,912.43,28022.1845,37978.6517106464,9956.46721064639,0.355306603974661,328,,2.3140243902439,,0.838988169011485,
YORKSHIRE AND THE HUMBER,Professional Occupations,Welfare Professionals,0,1,1,3023,Medium,0.730457467491448,Low,120.17,230.92,2530.98,33280.8859,45931.3532592593,12650.4673592593,0.380112097895184,377,645,0.610079575596817,3.85271317829457,-0.494165878524815,1.34877762173496
YORKSHIRE AND THE HUMBER,Skilled Trades Occupations,Vehicle Trades,1,1,0,2914,Medium,0.97119391794114,Average,592.41,2141.81,143.18,,,,,2034,,1.05309734513274,,0.0517356743991855,
YORKSHIRE AND THE HUMBER,Associate Professional And Technical Occupations,Health Associate Professionals,1,1,1,2876,Medium,0.935926111112683,Average,277.92,1290.15,1084.48,26342.3,26729.3701051282,387.070105128205,0.0146938613988985,230,301,5.60869565217391,3.60292358803987,1.72431818843252,1.28174562366981
YORKSHIRE AND THE HUMBER,"Process, Plant And Machine Operatives",Mobile Machine Drivers and Operatives,0,1,0,2744,Medium,0.943374756072454,Average,1587.31,769.93,359.39,17710.4914,25733.4463018182,8022.95490181818,0.453005776102756,211,,3.64928909952607,,1.29453238137166,
YORKSHIRE AND THE HUMBER,Professional Occupations,Legal Professionals,0,0,0,2702,Medium,0.935951355007181,Average,117.31,53.8,1344.89,40898.6878,53081.1002352381,12182.4124352381,0.297868051288386,122,73,0.442622950819672,18.4231506849315,-0.815036998168982,2.91360806315641
YORKSHIRE AND THE HUMBER,Professional Occupations,Engineering Professionals,0,1,1,2550,Medium,0.842535392473446,Average,192.63,789.26,1432.08,40269.5775,45218.9141947059,4949.33669470587,0.122905106086744,880,1453,0.896590909090909,0.98554714384033,-0.109155586626378,-0.0145583160496923
YORKSHIRE AND THE HUMBER,Associate Professional And Technical Occupations,"Artistic, Literary and Media Occupations",1,1,1,2511,Medium,0.730857245676739,Low,579.76,337.8,1216.97,28212.7883,35423.4842514706,7210.69595147058,0.255582534941099,2019,673,0.16691431401684,1.80827637444279,-1.79027468796048,0.592374112258356
YORKSHIRE AND THE HUMBER,"Managers, Directors And Senior Officials",Managers and Directors in Retail and Wholesale,0,0,0,2499,Medium,0.899314324789708,Average,850.23,472.08,1034.91,27772.7027,32832.6787885986,5059.97608859857,0.182192426255964,0,,Inf,,Inf,
YORKSHIRE AND THE HUMBER,"Process, Plant And Machine Operatives",Assemblers and Routine Operatives,0,1,0,2322,Medium,0.895700676112875,Average,797.56,633.02,815.27,27323.9928,38583.0658028571,11259.0730028571,0.412058116296134,334,,1.89221556886228,,0.637748401170159,
YORKSHIRE AND THE HUMBER,Elementary Occupations,Elementary Process Plant Occupations,0,1,0,2322,Medium,1.01259801904364,Average,1027.68,760.06,461.61,19920.8076,30327.2291038462,10406.4215038462,0.522389539259751,77,,9.88311688311688,,2.290827936008,
YORKSHIRE AND THE HUMBER,Elementary Occupations,Elementary Security Occupations,0,1,0,2229,Medium,0.872125351173403,Average,1006.84,545.75,558.6,21511.4319,31901.3219276316,10389.8900276316,0.482993883249194,338,,1.61538461538462,,0.479573080261889,
YORKSHIRE AND THE HUMBER,Skilled Trades Occupations,Electrical and Electronic Trades,1,1,0,2159,Medium,0.907549366142863,Average,392.91,1303.21,425.87,28136.3846,36409.666876367,8273.28227636701,0.294042123534486,1613,4,0.807811531308122,106.4675,-0.213426501000363,4.66783977425813
YORKSHIRE AND THE HUMBER,"Process, Plant And Machine Operatives",Plant and Machine Operatives,0,1,0,2008,Medium,1.03698771580977,Average,547.08,790.06,567.23,28845.4312,33328.2896066421,4482.85840664207,0.155409651378069,187,,4.2192513368984,,1.43965770399129,
YORKSHIRE AND THE HUMBER,"Caring, Leisure And Other Service Occupations",Hairdressers and Related Services,0,1,0,1936,Medium,0.947160366579716,Average,478.6,1433.8,17.89,,,,,3692,,0.388136511375948,,-0.946398167794571,
YORKSHIRE AND THE HUMBER,Elementary Occupations,Elementary Administration Occupations,0,1,0,1836,Medium,0.827793358464553,Low,922.1,443.93,341.02,21024.4826,28339.5332387097,7315.05063870968,0.347930114518475,177,,2.50847457627119,,0.919674829858397,
YORKSHIRE AND THE HUMBER,Associate Professional And Technical Occupations,Design Occupations,1,1,1,1805,Medium,0.82826471259112,Low,310.47,300.19,1122.16,24595.9967,34445.9132417819,9849.91654178187,0.400468281969719,1317,581,0.228549734244495,1.93115318416523,-1.47600143699441,0.658117329230729
YORKSHIRE AND THE HUMBER,Administrative And Secretarial Occupations,Administrative Occupations: Office Managers and Supervisors,1,1,0,1728,Medium,0.967234587245704,Average,426.85,320.44,905.72,28281.8869,41881.4379621107,13599.5510621107,0.480857274841543,425,,0.755294117647059,,-0.280648045794401,
YORKSHIRE AND THE HUMBER,Skilled Trades Occupations,"Metal Forming, Welding and Related Trades",1,1,0,1718,Medium,1.4127995961072,High,574.22,841.89,275.24,26667.69,30897.3073802198,4229.61738021978,0.158604565308048,295,,2.85762711864407,,1.04999160166204,
YORKSHIRE AND THE HUMBER,"Managers, Directors And Senior Officials",Managers and Proprietors in Other Services,0,1,0,1712,Medium,0.80795684780613,Low,499.49,439.67,714.63,38660.652,49814.1524638298,11153.5004638298,0.28849747448206,498,,0.883534136546185,,-0.123825350112346,
YORKSHIRE AND THE HUMBER,"Managers, Directors And Senior Officials",Managers and Proprietors in Hospitality and Leisure Services,0,1,0,1617,Medium,0.789637507744593,Low,628.95,592.91,360.3,22924.7589,29829.3928992064,6904.63399920635,0.301186766208754,1022,,0.580234833659491,,-0.544322371765925,
YORKSHIRE AND THE HUMBER,Professional Occupations,Therapy Professionals,0,0,1,1530,Medium,0.642348426518626,Very Low,96.99,59.93,1272.93,31680.9503,35390.4414721311,3709.49117213115,0.117089012072064,126,546,0.476190476190476,2.33150183150183,-0.741937344729378,0.846512622812501
YORKSHIRE AND THE HUMBER,"Managers, Directors And Senior Officials",Managers and Proprietors in Health and Care Services,0,1,0,1515,Medium,1.07850655579294,Average,51.91,855.12,535.16,,,,,120,,7.13333333333333,,1.9647786333597,
YORKSHIRE AND THE HUMBER,"Process, Plant And Machine Operatives",Construction Operatives,0,1,0,1437,Medium,0.848415014500274,Average,507.86,781.33,120.63,,,,,403,,1.93548387096774,,0.660357357736953,
YORKSHIRE AND THE HUMBER,Elementary Occupations,Elementary Construction Occupations,0,1,0,1429,Medium,0.753900829787378,Low,427.23,505.66,461.87,29607.1038,37637.5037586207,8030.39995862068,0.271232202003516,370,,1.36756756756757,,0.313033663649197,
YORKSHIRE AND THE HUMBER,Professional Occupations,"Architects, Town Planners and Surveyors",0,1,1,1427,Medium,0.759248271788973,Low,127.58,337.86,870.85,33965.5158,43155.457648326,9189.94184832601,0.270566827320962,384,367,0.880208333333333,2.37288828337875,-0.127596657104708,0.864107898123224
YORKSHIRE AND THE HUMBER,"Managers, Directors And Senior Officials",Functional Managers and Directors,0,0,0,1404,Medium,0.808582978618649,Low,122.76,172.73,962.6,34628.8564,45424.6009774952,10795.7445774952,0.311755734951017,0,,Inf,,Inf,
